Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	31/89	1.266194e-06	1.063543e-05	0	0	3.180032e+00	4.318323e+01	PIK3CD;PIK3CB;CD3E;CD3D;HIF1A;RASGRP1;AKT2;AKT3;AKT1;PLCG1;JAK2;HRAS;JAK1;MAP2K6;MAPK3;MAP3K3;MAP2K1;IFNGR2;NFATC2;NFATC1;MAPK14;MAPK12;MTOR;MAPK13;EML4;ZAP70;MAPK11;LCK;CD28;CD247;MYD88
KEGG_2021_Human	Oocyte meiosis	40/129	1.278944e-06	1.063543e-05	0	0	2.677588e+00	3.633346e+01	YWHAE;CAMK2D;ITPR1;ITPR2;ADCY3;ITPR3;ADCY6;AURKA;CDC20;CCNB2;CCNB1;PPP2R5E;RPS6KA2;FBXO5;PRKACA;PRKACB;YWHAG;SKP1;YWHAH;MAPK3;MAP2K1;ANAPC7;PLK1;PPP2R5A;PPP2R5D;PPP2R5C;MAPK14;MAPK12;MAPK13;MAPK11;CCNE2;CDC16;CDK1;ANAPC4;ANAPC5;CALM3;ANAPC1;MAD1L1;ANAPC2;CPEB4
KEGG_2021_Human	Transcriptional misregulation in cancer	53/192	1.588739e-06	1.284644e-05	0	0	2.275297e+00	3.038106e+01	SPI1;ITGAM;FLT3;AFF1;ELK4;HOXA10;HOXA9;HHEX;PLAU;NFKBIZ;MEN1;SS18;PAX5;MMP9;SUPT3H;RUNX1;DDB2;CCNA2;CCNA1;MAF;ZEB1;EWSR1;CEBPA;CEBPB;SLC45A3;BCL2A1;HPGD;CEBPE;PRCC;MLLT3;FOXO1;RXRB;CD14;BAK1;DEFA1B;PROM1;SMAD1;CDKN2C;BCL11B;DEFA4;PBX3;DEFA3;GZMB;DEFA1;KLF3;PTK2;CDK9;MEIS1;BCL6;WT1;ID2;IL2RB;BCL2L1
KEGG_2021_Human	Epstein-Barr virus infection	55/202	1.626131e-06	1.284644e-05	0	0	2.233177e+00	2.976670e+01	PIK3CD;PIK3CB;RBPJ;CD3E;ITGAL;CD3D;PSMD8;AKT2;PSMD2;CASP3;AKT3;PSMD3;AKT1;B2M;JAK3;HLA-DPA1;JAK1;ENTPD1;SYK;HLA-B;HLA-C;TAP1;TRAF2;HLA-F;HLA-E;DDB2;CCNA2;FCER2;CCNA1;CCNE2;IRF3;OAS2;TRAF5;CD44;PSMD11;MAPK8;E2F2;CD58;BAK1;MAP2K7;MAP2K6;LYN;HLA-DRB5;MAPK14;MAPK12;MAPK13;MAPK11;MAVS;HLA-DPB1;HLA-DRA;TAB2;CD247;VIM;HLA-DRB1;MYD88
KEGG_2021_Human	Hepatitis B	46/162	3.297962e-06	2.541844e-05	0	0	2.363727e+00	2.983544e+01	ATF2;PIK3CD;PIK3CB;MAPK8;CASP10;AKT2;CASP3;AKT3;CREB3L2;STAT4;AKT1;E2F2;PTK2B;MAP2K7;JAK2;HRAS;JAK3;MAP2K6;JAK1;MAPK3;STAT5B;MAP2K1;SMAD4;PRKCB;BAD;NFATC2;NFATC1;MAPK14;HSPG2;MMP9;MAPK12;DDB2;MAPK13;CCNA2;CCNA1;CREB3;MAPK11;MAVS;CCNE2;IRF3;BIRC5;GRB2;TAB2;SOS1;SOS2;MYD88
KEGG_2021_Human	Relaxin signaling pathway	39/129	3.453811e-06	2.598582e-05	0	0	2.580586e+00	3.245353e+01	ATF2;SHC1;PIK3CD;ADCY3;ARRB2;PIK3CB;RXFP1;PRKCZ;ADCY6;GNAI2;GNA15;MAPK8;GNG2;GNG5;AKT2;GNG7;AKT3;CREB3L2;AKT1;PRKACA;MAP2K7;PRKACB;HRAS;MAPK3;MAP2K1;MMP2;MAPK14;MMP9;MAPK12;MAPK13;ACTA2;CREB3;MAPK11;GNB2;GNB1;COL4A5;GRB2;SOS1;SOS2
KEGG_2021_Human	TNF signaling pathway	35/112	4.731847e-06	3.477357e-05	0	0	2.705189e+00	3.316885e+01	ATF2;CEBPB;CSF1;PIK3CD;CXCL1;PIK3CB;SOCS3;MAPK8;CASP10;AKT2;CASP3;CCL5;AKT3;CREB3L2;AKT1;MAP3K8;MAP2K7;DNM1L;JUNB;MAP3K5;MAP2K6;MAPK3;MAP2K1;JAG1;TRAF2;TNFRSF1B;MAPK14;MMP9;MAPK12;MAPK13;CREB3;MAPK11;TRAF5;TAB2;IL18R1
KEGG_2021_Human	Leishmaniasis	27/77	5.209777e-06	3.663818e-05	0	0	3.209885e+00	3.904817e+01	ITGB1;ITGAM;NCF1;NCF2;ITGB2;FCGR3A;FCGR3B;JAK2;HLA-DPA1;JAK1;MAPK3;HLA-DRB5;CR1;PRKCB;IFNGR2;CYBB;CYBA;MAPK14;MAPK12;MAPK13;MAPK11;FCGR2A;HLA-DPB1;HLA-DRA;TAB2;HLA-DRB1;MYD88
KEGG_2021_Human	FoxO signaling pathway	39/131	5.217462e-06	3.663818e-05	0	0	2.524189e+00	3.070297e+01	PIK3CD;IRS2;PIK3CB;NLK;FOXO1;GABARAP;CCNB2;CCNB1;MAPK8;AKT2;AKT3;S1PR1;AKT1;HOMER3;HRAS;MAPK3;CDKN2D;GABARAPL2;MAP2K1;SMAD4;HOMER2;PRMT1;INSR;BNIP3;PLK1;MAPK14;SOD2;KLF2;MAPK12;MAPK13;RBL2;MAPK11;G6PC3;BCL6;GRB2;IL7R;SGK1;SOS1;SOS2
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	34/108	5.366914e-06	3.686837e-05	0	0	2.733960e+00	3.317731e+01	POP5;RBM28;NVL;HEATR1;NAT10;SPATA5;NXT2;WDR43;NOL6;XPO1;NOB1;TCOF1;BMS1;DROSHA;RIOK2;RIOK1;UTP14A;RPP38;MDN1;UTP14C;UTP15;NOP56;WDR36;UTP6;IMP3;WDR75;IMP4;GNL3;TBL3;LSG1;GNL3L;DKC1;XRN2;NHP2
KEGG_2021_Human	Lipid and atherosclerosis	56/215	5.786922e-06	3.851167e-05	0	0	2.101426e+00	2.534301e+01	HSP90AB1;NCF1;NCF2;PIK3CD;CXCL1;PIK3CB;CASP6;AKT2;CASP3;AKT3;AKT1;OLR1;JAK2;HRAS;MAP3K5;VAV3;HSP90AA1;CYBB;CYBA;TRAF2;MMP9;RHOA;ERN1;IRF3;CAMK2D;ITPR1;RXRB;MAPK8;RAP1A;CCL5;CD14;PLCG1;MAP2K7;MAP2K6;MAPK3;ABCA1;LYN;HSPA8;XBP1;HSPA4;BAD;MIB2;NFATC2;NFATC1;POU2F2;MAPK14;SOD2;PTK2;MAPK12;MAPK13;MAPK11;CALM3;TAB2;HSPA1B;MYD88;BCL2L1
KEGG_2021_Human	Rap1 signaling pathway	55/210	5.849873e-06	3.851167e-05	0	0	2.116917e+00	2.550693e+01	ITGB1;ITGAM;CSF1;CTNND1;ITGB2;PIK3CD;PIK3CB;SIPA1L2;ITGAL;ACTB;SIPA1L1;AKT2;RASSF5;AKT3;RAC2;AKT1;HRAS;VAV3;PRKCI;MAP2K1;PRKCB;ARAP3;RHOA;TIAM1;PRKD3;RAPGEF1;RAPGEF2;PFN1;TLN1;SKAP1;RALA;RGS14;FPR1;ADCY3;RASGRP2;PRKCZ;ADCY6;GNAI2;RASGRP3;RAP1A;PDGFD;PLCG1;RALGDS;MAP2K6;MAPK3;VASP;FARP2;INSR;MAPK14;MAPK12;MAPK13;MAPK11;ID1;CALM3;FGFR1
KEGG_2021_Human	Apoptosis	41/142	7.024672e-06	4.530197e-05	0	0	2.417586e+00	2.868727e+01	BCL2A1;ITPR1;ITPR2;PIK3CD;ITPR3;CTSW;PIK3CB;ACTB;CTSS;LMNB2;MAPK8;AIFM1;CASP10;CASP6;CTSL;AKT2;CASP3;AKT3;LMNA;AKT1;CTSH;BAK1;CTSD;HRAS;CTSC;MAP3K5;MAPK3;MAP2K1;DFFA;PARP3;ENDOG;PARP1;PARP2;BAD;GZMB;TRAF2;TUBA4A;ERN1;IL3RA;BIRC5;BCL2L1
KEGG_2021_Human	Prolactin signaling pathway	25/70	7.942849e-06	5.019881e-05	0	0	3.301018e+00	3.876464e+01	SHC1;PIK3CD;PIK3CB;SOCS2;SOCS3;MAPK8;AKT2;AKT3;AKT1;JAK2;HRAS;SOCS7;SOCS4;MAPK3;SOCS5;STAT5B;MAP2K1;CISH;MAPK14;MAPK12;MAPK13;MAPK11;GRB2;SOS1;SOS2
KEGG_2021_Human	Phosphatidylinositol signaling system	31/97	9.753742e-06	5.996598e-05	0	0	2.793262e+00	3.222827e+01	MTMR2;DGKD;MTMR3;MTMR14;INPPL1;ITPR1;ITPR2;PIK3CD;ITPR3;PIK3CB;PIK3C2A;MTMR6;PIK3C2B;INPP5B;PPIP5K1;INPP5D;INPP5E;PIP4K2B;PIP5K1B;PLCG1;IP6K2;PRKCB;IPMK;OCRL;SYNJ2;DGKZ;ITPKC;SYNJ1;CALM3;PIK3C3;PLCD3
KEGG_2021_Human	Fluid shear stress and atherosclerosis	40/139	9.867819e-06	5.996598e-05	0	0	2.405710e+00	2.772877e+01	HSP90AB1;NCF1;NCF2;MGST2;PIK3CD;PIK3CB;PRKCZ;ACTB;THBD;MAPK8;MAPK7;CTSL;AKT2;AKT3;RAC2;AKT1;HMOX1;ITGAV;MAP2K7;MAP2K5;MAP3K5;MAP2K6;ACVR1;MEF2A;GSTM4;HSP90AA1;IL1R1;GSTO1;MMP2;CYBA;MAPK14;MMP9;PTK2;RHOA;KLF2;MAPK12;MAPK13;MAPK11;CALM3;SQSTM1
KEGG_2021_Human	Longevity regulating pathway	32/102	1.086162e-05	6.475988e-05	0	0	2.718915e+00	3.107794e+01	ATF2;EHMT2;EHMT1;PIK3CD;ADCY3;IRS2;PIK3CB;ADIPOR1;FOXO1;ADCY6;CAMKK2;RPTOR;SESN3;AKT2;RB1CC1;AKT3;CREB3L2;SESN2;AKT1;EIF4EBP2;PRKACA;PRKACB;HRAS;EIF4E;HSPA8;INSR;TSC1;SOD2;MTOR;CREB3;CAMK4;HSPA1B
KEGG_2021_Human	Hematopoietic cell lineage	31/99	1.545644e-05	9.044880e-05	0	0	2.710789e+00	3.002873e+01	CSF3R;ITGAM;CSF1;FLT3;CD1D;CD3E;CD3D;CD38;CD59;CD14;CD34;CD55;HLA-DPA1;HLA-DRB5;CR1;IL1R1;EPOR;FCER2;CD8A;CD5;IL2RA;IL3RA;CD7;HLA-DPB1;HLA-DRA;CD9;ITGA5;IL7R;MS4A1;HLA-DRB1;CD44
KEGG_2021_Human	Colorectal cancer	28/86	1.754124e-05	9.948138e-05	0	0	2.869283e+00	3.142139e+01	RALA;LEF1;TCF7;PIK3CD;PIK3CB;AREG;MAPK8;AKT2;CASP3;AKT3;RAC2;AKT1;BAK1;HRAS;RALGDS;MAPK3;TCF7L2;MAP2K1;SMAD4;BAD;RHOA;MTOR;DDB2;MSH3;BIRC5;GRB2;SOS1;SOS2
KEGG_2021_Human	Pyrimidine metabolism	21/56	1.762961e-05	9.948138e-05	0	0	3.562226e+00	3.899188e+01	CDA;ENTPD1;RRM2;ENTPD5;CAD;ENTPD6;CTPS2;NME3;NME1;DHODH;UCKL1;DCTD;NT5C;NT5E;UCK2;UCK1;NME7;CMPK1;NT5M;UMPS;DCTPP1
KEGG_2021_Human	Glycosaminoglycan biosynthesis	20/53	2.496858e-05	1.384223e-04	0	0	3.597379e+00	3.812463e+01	B4GALT2;CSGALNACT1;HS3ST3B1;CHPF2;B3GAT3;CSGALNACT2;XYLT2;NDST1;EXTL2;B3GNT7;CHSY1;CHST12;DSE;CHST15;CHST13;CHST14;B4GALT7;ST3GAL1;CHST2;ST3GAL3
KEGG_2021_Human	Ras signaling pathway	57/232	3.076793e-05	1.647909e-04	0	0	1.942239e+00	2.017800e+01	CSF1;FLT3;PIK3CD;PIK3CB;ETS1;ETS2;SYNGAP1;AKT2;RASSF5;AKT3;RAC2;AKT1;PRKACA;PRKACB;HRAS;MAP2K1;RALBP1;PLA2G12A;PRKCB;PLA2G4A;RHOA;TIAM1;ZAP70;SOS1;SOS2;RALA;RAB5C;SHC1;PLA2G6;RASGRP2;RASGRP1;RASGRP3;PAK1;MAPK8;RAP1A;GNG2;GNG5;PDGFD;GNG7;ABL1;ABL2;SHOC2;PLCG1;RALGDS;PAK4;MAPK3;BRAP;BAD;INSR;GNB2;GNB1;NF1;CALM3;GRB2;RAB5A;BCL2L1;FGFR1
KEGG_2021_Human	Thermogenesis	57/232	3.076793e-05	1.647909e-04	0	0	1.942239e+00	2.017800e+01	ATF2;SMARCB1;KDM1A;NDUFA10;ACTB;RPTOR;RPS6KA2;CREB3L2;MLST8;PRKACA;PRKACB;HRAS;COA7;COA6;MAP3K5;COA5;CPT1A;ACSL1;NDUFC2;TSC1;NDUFC1;SDHA;SDHB;ARID1B;COX6B1;CREB3;NDUFS8;NDUFS4;NDUFS3;SOS1;SOS2;COX19;NDUFB9;SMARCD1;UQCRB;COX18;NDUFB2;ADCY3;ADCY6;SLC25A29;PRDM16;COX11;NDUFV3;NDUFV1;SMARCE1;NDUFA5;MAPK14;MAPK12;MTOR;SMARCA4;MAPK13;MAPK11;NDUFAF6;UQCRQ;NDUFAF3;GRB2;FGFR1
KEGG_2021_Human	Adherens junction	24/71	3.429609e-05	1.806261e-04	0	0	3.032715e+00	3.117776e+01	FARP2;TCF7L2;SMAD4;YES1;ACTN1;INSR;CTNND1;LEF1;TCF7;PTPRM;PTPRJ;ACTN4;IQGAP1;NLK;BAIAP2;ACTB;RHOA;FER;RAC2;CTNNA1;SNAI1;VCL;MAPK3;FGFR1
KEGG_2021_Human	ErbB signaling pathway	27/85	4.032150e-05	2.088786e-04	0	0	2.765844e+00	2.798654e+01	CAMK2D;SHC1;PIK3CD;PIK3CB;AREG;MAPK8;PAK1;AKT2;AKT3;ABL1;AKT1;ABL2;PLCG1;MAP2K7;HRAS;MAPK3;PAK4;STAT5B;MAP2K1;PRKCB;BAD;MTOR;PTK2;NRG4;GRB2;SOS1;SOS2
KEGG_2021_Human	VEGF signaling pathway	21/59	4.389215e-05	2.237084e-04	0	0	3.280421e+00	3.291501e+01	MAP2K1;PRKCB;BAD;PXN;PIK3CD;PLA2G4A;NFATC2;PIK3CB;MAPK14;MAPK12;PTK2;MAPK13;MAPK11;AKT2;AKT3;MAPKAPK2;RAC2;AKT1;PLCG1;HRAS;MAPK3
KEGG_2021_Human	Sphingolipid signaling pathway	34/119	5.203419e-05	2.609969e-04	0	0	2.378616e+00	2.346174e+01	ASAH1;PIK3CD;PIK3CB;PRKCZ;GNAI2;SGPL1;MAPK8;PPP2R5E;PPP2R3C;AKT2;AKT3;GNA12;RAC2;S1PR1;AKT1;CTSD;HRAS;MAP3K5;MAPK3;MAP2K1;ABCC1;FCER1G;PRKCB;PRKCE;PPP2R5A;PPP2R5D;TRAF2;PPP2R5C;MAPK14;RHOA;MAPK12;SGPP1;MAPK13;MAPK11
KEGG_2021_Human	Tight junction	44/169	5.579898e-05	2.755075e-04	0	0	2.095585e+00	2.052364e+01	ITGB1;ARPC1B;NEDD4L;MYL6B;CD1D;F11R;PRKCZ;ACTB;AMOT;MYL12B;MAPK8;RAP1A;SYMPK;PRKACA;MAP2K7;PRKACB;MAP3K5;JAM3;VASP;ACTR3;PRKCI;HSPA4;ACTN1;PRKCE;RDX;SCRIB;ARPC4;ACTN4;ARPC5;TUBA4A;TJAP1;RHOA;RUNX1;TIAM1;MYL6;OCLN;ARPC2;ARPC3;RAB13;HCLS1;MYH9;RAPGEF2;EZR;LLGL1
KEGG_2021_Human	Vasopressin-regulated water reabsorption	17/44	7.067592e-05	3.388525e-04	0	0	3.734694e+00	3.569399e+01	DYNC2H1;DCTN5;DYNC1H1;RAB5C;DCTN1;DCTN4;ADCY3;AQP3;ADCY6;DYNC2LI1;CREB3;ARHGDIB;CREB3L2;STX4;PRKACA;PRKACB;RAB5A
KEGG_2021_Human	RNA transport	47/186	7.077300e-05	3.388525e-04	0	0	2.013467e+00	1.924076e+01	EIF4A2;CYFIP1;POP5;SEH1L;RBM8A;DDX20;PHAX;CASC3;AAAS;NXT2;PNN;XPO1;XPO5;EIF4EBP2;RPP14;EIF4E;RPP38;PAIP1;NUP214;EIF2B5;EIF2B4;PRMT5;EIF2B3;EIF2B2;EIF1AX;NCBP2;ELAC2;PABPC4;THOC1;UPF3B;THOC3;UPF3A;TRNT1;SENP2;SNUPN;DDX19A;DDX19B;CLNS1A;EIF3I;EIF3J;GEMIN4;GEMIN5;ACIN1;PABPC1L;GEMIN8;TARDBP;EIF3B
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	36/131	7.789618e-05	3.673909e-04	0	0	2.253677e+00	2.132008e+01	SHC1;ITGB2;PIK3CD;PIK3CB;ITGAL;FCGR3A;PAK1;FCGR3B;CASP3;RAC2;PTK2B;PLCG1;HRAS;MAPK3;MICB;VAV3;MAP2K1;FCER1G;SYK;PRKCB;IFNGR2;HLA-B;HLA-C;NFATC2;GZMB;NFATC1;HLA-E;ZAP70;TYROBP;LCK;GRB2;CD48;CD247;SOS1;HCST;SOS2
KEGG_2021_Human	Toxoplasmosis	32/112	8.524619e-05	3.905039e-04	0	0	2.377654e+00	2.227854e+01	ITGB1;LAMC1;PIK3R6;GNAI2;MAPK8;AKT2;CASP3;AKT3;AKT1;CCR5;JAK2;MAP2K6;HLA-DPA1;JAK1;MAPK3;HSPA8;HLA-DRB5;BAD;LAMB2;IFNGR2;IL10RA;MAPK14;MAPK12;MAPK13;MAPK11;HLA-DPB1;HLA-DRA;TAB2;HLA-DRB1;MYD88;HSPA1B;BCL2L1
KEGG_2021_Human	GnRH signaling pathway	28/93	8.526825e-05	3.905039e-04	0	0	2.559232e+00	2.397926e+01	CAMK2D;ITPR1;ADCY3;ITPR2;ITPR3;ADCY6;MAPK8;MAPK7;PTK2B;PRKACA;MAP2K7;HRAS;PRKACB;MAP2K6;MAPK3;MAP3K3;MAP2K1;PRKCB;MMP2;PLA2G4A;MAPK14;MAPK12;MAPK13;MAPK11;CALM3;GRB2;SOS1;SOS2
KEGG_2021_Human	Human papillomavirus infection	73/331	1.236291e-04	5.580970e-04	0	0	1.688453e+00	1.519308e+01	ITGB1;MAML2;PIK3CD;CHD4;LAMC1;PIK3CB;RBPJ;PPP2R5E;AKT2;CASP3;AKT3;CREB3L2;AKT1;ITGAV;PRKACA;PRKACB;HRAS;JAK1;ATP6V1G1;PRKCI;MAP2K1;VWF;HLA-B;HLA-C;PPP2R5A;SCRIB;TSC1;PPP2R5D;TUBG2;PPP2R5C;HLA-F;HLA-E;CCNA2;RBL2;CCNA1;CREB3;PKM;RBL1;CCNE2;IRF3;COL6A1;TBPL1;COL4A5;ITGA5;ATP6V0D1;SOS1;SOS2;LLGL1;PTGER4;NOTCH2;PXN;TCF7;PRKCZ;FOXO1;THBS4;THBS3;PPP2R3C;DVL2;BAK1;ATP6V1C1;MAPK3;TCF7L2;JAG1;FZD5;CSNK1A1;BAD;LAMB2;FN1;PTK2;MTOR;TADA3;GRB2;ATR
KEGG_2021_Human	Cell cycle	34/124	1.273549e-04	5.668188e-04	0	0	2.245811e+00	2.014163e+01	CDKN1C;YWHAE;CCNH;TTK;CDC20;ORC5;CCNB2;ORC4;CCNB1;ABL1;E2F2;YWHAG;SKP1;YWHAH;CDKN2D;SMAD4;CDKN2C;ANAPC7;PLK1;CCNA2;RBL2;CCNA1;CDK7;RBL1;CCNE2;TFDP2;CDC16;CDK1;ANAPC4;ANAPC5;ANAPC1;MAD1L1;ANAPC2;ATR
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	29/100	1.346395e-04	5.909176e-04	0	0	2.426627e+00	2.162831e+01	PIK3CD;PIK3CB;PRKCZ;FOXO1;THBD;MAPK8;AKT2;CASP3;AKT3;PIM1;AKT1;PLCG1;JAK2;HRAS;MAPK3;STAT5B;SMAD4;PRKCB;PRKCE;MMP2;FN1;CYBB;NFATC1;MAPK14;MAPK12;MAPK13;MAPK11;COL4A5;PLCD3
KEGG_2021_Human	Pathways of neurodegeneration	98/475	1.457941e-04	6.294199e-04	0	0	1.554015e+00	1.372710e+01	APP;CSF1;NDUFA10;PSMD8;TUBB6;FRAT1;FRAT2;PSMD2;PSMD3;MAP3K5;GABARAPL2;MAP2K1;PRKCB;CYBB;SDHA;SDHB;TUBA4A;COX6B1;ERN1;VDAC1;UBA52;SQSTM1;PPID;VCP;PSMD11;UQCRB;ITPR1;ITPR2;ITPR3;GABARAP;KLC4;ATXN1;KLC2;DVL2;NRBF2;PLCG1;NDUFV3;MAP2K7;NDUFV1;MAP2K6;PRNP;XBP1;FZD5;UQCRQ;DLG4;MAP3K10;CALM3;RAB5A;DNAL4;MCU;DNAL1;BCL2L1;HIP1;LRRK2;ATP2A2;ACTR1A;ACTR1B;CASP3;RB1CC1;IFT57;HRAS;NDUFC2;NDUFC1;TRAF2;WIPI1;TNFRSF1B;TOMM40L;PSMA3;NDUFS8;ALS2;NDUFS4;NDUFS3;PIK3C3;NDUFB9;DCTN5;CAMK2D;DCTN1;DCTN4;NDUFB2;AMBRA1;HSD17B10;LRP6;MAPK8;PSMB5;MFN2;BAK1;MAPK3;SNCA;NDUFA5;CSNK1A1;BAD;MAPK14;MTOR;MAPK12;MAPK13;MAPK11;CCS;TARDBP
KEGG_2021_Human	Bacterial invasion of epithelial cells	24/77	1.473958e-04	6.294199e-04	0	0	2.688443e+00	2.371849e+01	ITGB1;ACTR3;SHC1;ARPC1B;PXN;RHOG;FN1;PIK3CD;ARPC4;PIK3CB;ARPC5;ACTB;DNM1;RHOA;PTK2;ARHGAP10;ARPC2;ARPC3;ELMO1;CTNNA1;HCLS1;ITGA5;DOCK1;VCL
KEGG_2021_Human	Inositol phosphate metabolism	23/73	1.678040e-04	7.070140e-04	0	0	2.730540e+00	2.373580e+01	ISYNA1;MTMR2;MTMR3;MTMR14;IPMK;INPPL1;PIK3CD;OCRL;PIK3CB;SYNJ2;PIK3C2A;MTMR6;PIK3C2B;INPP5B;ITPKC;SYNJ1;INPP5D;INPP5E;PIP4K2B;PIK3C3;PIP5K1B;PLCG1;PLCD3
KEGG_2021_Human	Thyroid hormone signaling pathway	33/121	1.773776e-04	7.375172e-04	0	0	2.228781e+00	1.925049e+01	NOTCH2;PFKFB2;ATP2A2;PIK3CD;PIK3CB;ATP1A1;HIF1A;ACTB;FOXO1;MED17;RXRB;AKT2;AKT3;AKT1;ITGAV;PLCG1;PRKACA;PRKACB;HRAS;MAPK3;NCOA1;NCOA2;MAP2K1;PRKCB;BAD;ATP1B1;MTOR;KAT2B;KAT2A;MED24;TBC1D4;PLCD3;PFKP
KEGG_2021_Human	Prostate cancer	28/97	1.900081e-04	7.797735e-04	0	0	2.410305e+00	2.065256e+01	HSP90AB1;TCF7;LEF1;PIK3CD;PIK3CB;FOXO1;PLAU;AKT2;PDGFD;AKT3;CREB3L2;AKT1;E2F2;HRAS;MAPK3;TCF7L2;MAP2K1;HSP90AA1;BAD;MMP9;MTOR;CREB3;ZEB1;CCNE2;GRB2;SOS1;SOS2;FGFR1
KEGG_2021_Human	mRNA surveillance pathway	28/98	2.297369e-04	9.307290e-04	0	0	2.375732e+00	1.990525e+01	RBM8A;CSTF3;CASC3;MSI2;NXT2;SMG5;SMG6;PNN;PABPN1;PPP2R5E;PPP2R3C;CSTF1;SYMPK;CPSF4;CPSF7;NCBP2;PABPC4;UPF3B;PPP2R5A;UPF3A;PPP2R5D;PPP2R5C;WDR33;DDX19A;DDX19B;ACIN1;PABPC1L;TARDBP
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	22/70	2.399974e-04	9.599896e-04	0	0	2.720019e+00	2.267104e+01	LYN;ATP6V1G1;ADAM10;CXCL1;NOD1;F11R;MAPK14;MAPK12;MAPK13;MAPK11;ADAM17;MAPK8;PAK1;CXCR1;CASP3;CCL5;CSK;PLCG1;ATP6V0D1;GIT1;ATP6V1C1;JAM3
KEGG_2021_Human	Valine, leucine and isoleucine degradation	17/48	2.459422e-04	9.714718e-04	0	0	3.252036e+00	2.702577e+01	MCCC2;ECHS1;MCCC1;HSD17B10;AACS;ACAT2;ACAT1;ALDH3A2;ALDH1B1;AUH;PCCA;IVD;DBT;BCAT1;ACADS;HIBCH;BCAT2
KEGG_2021_Human	Focal adhesion	48/201	2.567124e-04	1.001495e-03	0	0	1.867262e+00	1.543769e+01	ITGB1;SHC1;PXN;PIK3CD;LAMC1;PIK3CB;ACTB;THBS4;MYL12B;THBS3;PAK1;MAPK8;RAP1A;AKT2;PDGFD;AKT3;RAC2;AKT1;FLNA;PIP5K1B;FLNB;ITGAV;HRAS;PAK4;MAPK3;VASP;VAV3;MAP2K1;VWF;PRKCB;BAD;LAMB2;ACTN1;FN1;ACTN4;PTK2;RHOA;COL6A1;RAPGEF1;ZYX;COL4A5;GRB2;ITGA5;TLN1;SOS1;DOCK1;SOS2;VCL
KEGG_2021_Human	Glioma	23/75	2.624800e-04	1.011508e-03	0	0	2.625211e+00	2.164574e+01	MAP2K1;CAMK2D;CAMK1D;PRKCB;SHC1;PIK3CD;PIK3CB;MTOR;DDB2;AKT2;CAMK4;AKT3;AKT1;E2F2;CALM3;GRB2;BAK1;PLCG1;CAMK1;SOS1;HRAS;SOS2;MAPK3
KEGG_2021_Human	C-type lectin receptor signaling pathway	29/104	2.831467e-04	1.078004e-03	0	0	2.296668e+00	1.876273e+01	ITPR1;ITPR2;PIK3CD;ITPR3;LSP1;PIK3CB;MAPK8;PAK1;CLEC7A;AKT2;AKT3;AKT1;HRAS;MAPK3;ARHGEF12;FCER1G;SYK;CARD9;NFATC2;NFATC1;MAPK14;RHOA;MAPK12;MAPK13;MAPK11;CLEC4D;MAPKAPK2;CALM3;CLEC4E
KEGG_2021_Human	Protein processing in endoplasmic reticulum	42/171	3.220757e-04	1.209875e-03	0	0	1.936491e+00	1.557079e+01	VCP;TRAM1;SEC23A;HSP90AB1;UBE2D4;UBXN2A;DERL3;DERL2;RRBP1;HSPBP1;HERPUD1;SEC61A1;MAPK8;HSPH1;MAN1A2;SEC61G;MAN1A1;BAK1;MAP2K7;SIL1;UBQLN4;SEC31B;MAP3K5;SKP1;SEC31A;HSPA8;XBP1;HSP90AA1;SSR3;YOD1;RAD23A;TRAF2;EIF2AK4;RAD23B;CKAP4;ERN1;DNAJC1;DNAJC5;DNAJC10;ERP29;MAN1B1;HSPA1B
KEGG_2021_Human	Pertussis	23/76	3.254410e-04	1.209875e-03	0	0	2.575528e+00	2.068233e+01	ITGB1;C1QB;ITGAM;ITGB2;NOD1;MAPK14;RHOA;MAPK12;GNAI2;MAPK13;MAPK11;MAPK8;IRF3;CASP3;CFL1;IRF8;SERPING1;CALM3;ITGA5;CD14;MYD88;MAPK3;C1QC
KEGG_2021_Human	Basal transcription factors	16/45	3.530862e-04	1.297386e-03	0	0	3.271073e+00	2.600110e+01	GTF2A2;CCNH;TAF10;GTF2F1;GTF2H5;TAF6L;CDK7;ERCC3;ERCC2;TAF8;TAF7;TBPL1;TAF6;TAF9B;TAF2;GTF2I
