Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Human	Mesodermal Commitment Pathway WP2857	38/147	2.029301e-04	1.660338e-03	0	0	2.073080e+00	1.762667e+01	SETD2;FOXC1;CRTC1;SCHIP1;LEF1;GATA3;NLK;ACACA;ELK4;TRIM5;C1QBP;DNMT3B;CEP250;PRKACA;JAK2;ACVR1;VAV3;SMAD1;SMAD4;FZD5;ATP8B2;NOG;PBX3;INHBA;KLF4;ADAM19;LATS1;CCDC88A;TWSG1;MEIS1;AEBP2;NABP2;SNAI1;CCDC6;RGS10;TCF4;AHDC1;FGFR1
WikiPathways_2019_Human	Wnt Signaling Pathway WP363	18/52	2.270736e-04	1.824699e-03	0	0	3.140048e+00	2.634575e+01	TCF7L2;PRKCB;CSNK1A1;LEF1;NFATC2;TSC1;ARRB2;NLK;RHOA;MTOR;LRP6;FRAT1;MAPK8;DVL2;AKT1;PIP5K1B;TCF4;CSNK1G1
WikiPathways_2019_Human	MicroRNAs in cardiomyocyte hypertrophy WP1544	25/84	2.440299e-04	1.926552e-03	0	0	2.515659e+00	2.092581e+01	HDAC4;CAMK2D;PIK3CD;PIK3CB;HDAC9;LRP6;MAPK8;MAPK7;AKT2;AKT1;MAP2K7;MAP2K5;MAPK3;MAP2K6;EIF2B5;MAP2K1;MYEF2;CISH;PRKCB;MAPK14;RHOA;MTOR;CDK9;CDK7;IL6ST
WikiPathways_2019_Human	Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032	21/66	2.725782e-04	2.079581e-03	0	0	2.768997e+00	2.272678e+01	MAP2K1;ADCY3;SCRIB;TTF2;TTF1;MAPK14;MTOR;MYL12B;GNAI2;RBL2;GNG2;RAP1A;GNA12;GNB1;AKT1;JAK2;HRAS;RALGDS;JAK1;MAPK3;MAP2K6
WikiPathways_2019_Human	Calcium Regulation in the Cardiac Cell WP536	38/149	2.726562e-04	2.079581e-03	0	0	2.035488e+00	1.670585e+01	YWHAE;CAMK2D;RGS19;RGS14;ITPR1;ITPR2;ATP2A2;ADCY3;ITPR3;ADRB1;ADRB2;ARRB2;PRKCZ;ADCY6;GNAI2;RGS2;GNG2;GRK5;GNG5;GRK4;GNG7;GRK6;PRKACA;PRKACB;YWHAG;YWHAH;PRKCB;PRKCE;ATP1B1;CACNB3;PRKAR1B;GNB2;CAMK4;GNB1;RGS10;CALM3;CAMK1;PKIG
WikiPathways_2019_Human	Hepatitis C and Hepatocellular Carcinoma WP3646	17/49	3.262684e-04	2.447013e-03	0	0	3.150226e+00	2.528935e+01	SMAD4;RRM2;LEF1;MAPK14;HIF1A;MAPK8;CXCR1;CASP3;AKT1;BIRC5;E2F2;GRB2;SOS1;CD44;JAK1;MAPK3;BCL2L1
WikiPathways_2019_Human	Senescence and Autophagy in Cancer WP615	29/105	3.378306e-04	2.483254e-03	0	0	2.266315e+00	1.811458e+01	CEBPB;CXCL1;AMBRA1;ING1;GABARAP;IFI16;PLAU;RB1CC1;CREG1;MLST8;IGFBP7;HRAS;ATG3;GABARAPL2;UVRAG;MAP2K1;SMAD4;SERPINB2;GSN;ATG10;FN1;INHBA;MAPK14;MTOR;FKBP8;PIK3C3;IL6ST;SQSTM1;CD44
WikiPathways_2019_Human	Focal Adhesion WP306	47/198	3.421373e-04	2.483254e-03	0	0	1.852145e+00	1.478067e+01	ITGB1;SHC1;TXK;PXN;TESK2;PIK3CD;PIK3CB;LAMC1;ACTB;THBS4;MYL12B;THBS3;PAK1;MAPK8;RAP1A;AKT2;PDGFD;AKT3;RAC2;AKT1;FLNA;FLNB;ITGAV;HRAS;PAK4;MAPK3;VASP;VAV3;MAP2K1;VWF;PRKCB;BAD;LAMB2;ACTN1;FN1;ACTN4;PTK2;RHOA;FGR;RAPGEF1;ZYX;GRB2;ITGA5;TLN1;SOS1;DOCK1;VCL
WikiPathways_2019_Human	IL-7 Signaling Pathway WP205	11/25	3.583484e-04	2.519637e-03	0	0	4.654370e+00	3.692779e+01	STAT5B;MAP2K1;BAD;IL2RA;AKT1;PTK2B;IL7R;JAK3;MAPK3;JAK1;BCL2L1
WikiPathways_2019_Human	Signal Transduction of S1P Receptor WP26	11/25	3.583484e-04	2.519637e-03	0	0	4.654370e+00	3.692779e+01	ASAH1;MAPK7;RACGAP1;AKT2;AKT3;S1PR1;AKT1;MAPK12;PIK3C2B;GNAI2;MAPK3
WikiPathways_2019_Human	PDGFR-beta pathway WP3972	12/29	3.884300e-04	2.689131e-03	0	0	4.182182e+00	3.284434e+01	STAT5B;MAPK8;MAP2K1;SHC1;PRKCB;GRB2;PLCG1;JAK2;SOS1;HRAS;MAPK3;JAK1
WikiPathways_2019_Human	Alpha 6 Beta 4 signaling pathway WP244	13/33	3.980238e-04	2.713798e-03	0	0	3.851752e+00	3.015536e+01	SHC1;LAMB2;IRS2;LAMC1;MAPK14;RHOA;MTOR;PTK2;AKT1;GRB2;SOS1;HRAS;MAPK3
WikiPathways_2019_Human	Photodynamic therapy-induced AP-1 survival signaling. WP3611	17/50	4.283294e-04	2.876839e-03	0	0	3.054585e+00	2.369020e+01	ATF2;HSP90AA1;MMP2;TRAF2;MAPK14;MAPK12;MAPK13;CCNA2;MAPK11;MAPK8;TRAF5;BAK1;MAP2K7;JUNB;MAP3K5;MAP2K6;BCL2L1
WikiPathways_2019_Human	Chromosomal and microsatellite instability in colorectal cancer  WP4216	22/73	4.637795e-04	3.036640e-03	0	0	2.559567e+00	1.964750e+01	TCF7L2;MAP2K1;RALA;SMAD4;CSNK1A1;BAD;LEF1;TCF7;NTN1;RHOA;DDB2;MAPK8;MSH3;AKT2;CASP3;AKT3;RAC2;AKT1;BIRC5;BAK1;RALGDS;MAPK3
WikiPathways_2019_Human	Human Complement System WP2806	27/97	4.656182e-04	3.036640e-03	0	0	2.290086e+00	1.756987e+01	FCN1;CFD;CFH;C5AR2;C5AR1;ITGB2;FPR1;ADM;LAMC1;ARRB2;GNAI2;FCGR3A;GNA15;C1QBP;ITGAX;CD59;VSIG4;PRKACA;CD55;PRNP;CR1;CD93;CSNK1A1;FCER2;SELL;SERPING1;CD46
WikiPathways_2019_Human	Metabolic reprogramming in colon cancer WP4290	15/42	5.074254e-04	3.262021e-03	0	0	3.293031e+00	2.498146e+01	GPI;PGAM1;GOT2;SDHB;GLS;RPIA;HK3;ACLY;PKM;PPAT;FASN;PGK1;SUCLG2;TKT;PSPH
WikiPathways_2019_Human	Epithelial to mesenchymal transition in colorectal cancer WP4239	39/159	5.309310e-04	3.365056e-03	0	0	1.932027e+00	1.456918e+01	NOTCH2;SHC1;PIK3CD;PIK3CB;RBPJ;HIF1A;PKD1;LRP6;PAK1;MAPK8;AKT2;AKT3;AKT1;HRAS;MAP2K6;MAPK3;MAP2K1;SMAD4;JAG1;FZD5;MMP2;FN1;MAPK14;MMP9;MAPK12;MAPK13;MAPK11;OCLN;ZEB2;ZEB1;CTDSP1;ID2;ID1;SNAI1;COL4A5;GRB2;ITGA5;SOS1;SOS2
WikiPathways_2019_Human	EPO Receptor Signaling WP581	11/26	5.403087e-04	3.376929e-03	0	0	4.343824e+00	3.268020e+01	STAT5B;MAP2K1;CISH;SHC1;AKT1;IRS2;GRB2;JAK2;SOS1;EPOR;MAPK3
WikiPathways_2019_Human	Regulation of toll-like receptor signaling pathway WP1449	35/139	5.995014e-04	3.695557e-03	0	0	1.999704e+00	1.483663e+01	PELI2;PIK3CD;PIK3CB;MAPK8;RNF216;IRAK2;AKT2;CCL5;AKT3;MLST8;AKT1;MAP3K8;CD14;MAP2K7;CTNNAL1;MAP2K6;MAPK3;MAP2K1;CISH;SYK;PLK1;TRAFD1;MAPK14;MAPK12;RNF41;MAPK13;TLR1;MAPK11;IRF3;TOLLIP;SARM1;TLR8;TAB2;SQSTM1;MYD88
WikiPathways_2019_Human	Pancreatic adenocarcinoma pathway WP4263	25/89	6.408946e-04	3.897332e-03	0	0	2.318443e+00	1.704669e+01	RALA;PEBP1;PIK3CD;PIK3CB;PAK1;MAPK8;AKT2;AKT3;RAC2;AKT1;E2F2;BAK1;RALGDS;JAK1;PAK4;MAPK3;RALBP1;MAP2K1;SMAD4;BAD;RHOA;MTOR;DDB2;TIAM1;BCL2L1
WikiPathways_2019_Human	IL-6 signaling pathway WP364	15/43	6.759986e-04	4.055992e-03	0	0	3.175237e+00	2.317707e+01	NCOA1;MAP2K1;SHC1;BAD;NLK;SOCS3;AKT1;GRB2;JAK2;IL6ST;SOS1;JUNB;MAPK3;JAK1;BCL2L1
WikiPathways_2019_Human	PDGF Pathway WP2526	14/39	7.300549e-04	4.322694e-03	0	0	3.318612e+00	2.396831e+01	MAP2K1;SHC1;PLA2G4A;RHOA;TIAM1;PAK1;MAPK8;ARFIP2;GRB2;PLCG1;SOS1;HRAS;MAPK3;JAK1
WikiPathways_2019_Human	Integrated Breast Cancer Pathway WP1984	37/151	7.416591e-04	4.334372e-03	0	0	1.928751e+00	1.389977e+01	RALA;GRN;CERK;NAB1;TFPI;FOXO1;RASGRP3;AURKA;PAK1;RAP1A;CASP3;ABL1;AKT1;BAK1;RPP38;JAK1;BARD1;SMAD1;SMAD4;RALGAPA1;BAD;USP21;DCAKD;PLK1;TSC1;ERAL1;CCNB1IP1;MTOR;SMARCA4;SMAD7;ITPKC;CDK7;FER;RAD50;NOXA1;NF1;ATR
WikiPathways_2019_Human	NAD+ metabolism WP3644	8/16	8.279534e-04	4.776654e-03	0	0	5.919668e+00	4.200924e+01	NT5E;PARP1;NMNAT1;NAMPT;SIRT5;CD38;NADK;SIRT3
WikiPathways_2019_Human	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863	19/62	8.804408e-04	5.015169e-03	0	0	2.620292e+00	1.843399e+01	ITK;MAP2K1;AHSA1;NFATC2;CD3D;ZAP70;PAK1;LCK;CD8A;GRAP2;CD28;AKT1;CHP1;MAP3K8;GRB2;PLCG1;SOS1;MAP2K7;MAPK3
WikiPathways_2019_Human	Apoptosis Modulation and Signaling WP1772	25/91	9.145599e-04	5.144399e-03	0	0	2.247923e+00	1.572887e+01	BCL2A1;MAPK8;AIFM1;CASP6;CASP10;BAG3;CASP3;BAK1;MAP3K5;MAPK3;DFFA;ENDOG;IL1R1;BAD;BNIP3;TNFRSF10C;TNFRSF1B;PTRH2;TOLLIP;MADD;BIRC5;NAIP;MYD88;BCL2L2;BCL2L1
WikiPathways_2019_Human	Transcriptional cascade regulating adipogenesis WP4211	7/13	1.016596e-03	5.647756e-03	0	0	6.904696e+00	4.758230e+01	CEBPA;CEBPB;CEBPD;CEBPG;GATA3;GATA2;KLF2
WikiPathways_2019_Human	Signaling Pathways in Glioblastoma WP2261	23/82	1.058657e-03	5.809704e-03	0	0	2.312795e+00	1.584439e+01	PRKCI;MAP2K1;CDKN2C;PRKCB;PIK3CD;TSC1;PIK3CB;PIK3C2A;PRKCZ;FOXO1;PIK3C2B;AKT2;AKT3;NF1;AKT1;GRB2;PLCG1;MAP2K7;HRAS;MAP2K5;MAPK3;MAP2K6;FGFR1
WikiPathways_2019_Human	TNF alpha Signaling Pathway WP231	25/92	1.085864e-03	5.849502e-03	0	0	2.214242e+00	1.511304e+01	PYGL;PRKCZ;MAPK8;CASP3;PSMD2;AKT1;MAP3K8;MAP2K7;HRAS;MAP3K5;SKP1;MAPK3;MAP2K6;MAP3K3;HSP90AA1;BAD;PLK1;CYBA;TRAF2;TNFRSF1B;MADD;TAB2;GRB2;SOS1;BCL2L1
WikiPathways_2019_Human	Endometrial cancer WP4155	19/63	1.091907e-03	5.849502e-03	0	0	2.560590e+00	1.746279e+01	TCF7L2;MAP2K1;BAD;LEF1;TCF7;PIK3CD;PIK3CB;DDB2;AKT2;AKT3;CTNNA1;AKT1;GRB2;BAK1;SOS1;HRAS;SOS2;MAPK3;FGFR1
WikiPathways_2019_Human	Interferon type I signaling pathways WP585	17/54	1.157405e-03	6.127440e-03	0	0	2.723722e+00	1.841665e+01	PIAS3;PRMT1;PIK3CD;IRS2;MAPK14;MTOR;RPTOR;ZAP70;SOCS3;RAP1A;LCK;MLST8;RAPGEF1;STAT4;EIF4E;JAK1;MAP2K6
WikiPathways_2019_Human	Vitamin D Receptor Pathway WP2877	42/182	1.246333e-03	6.521512e-03	0	0	1.783181e+00	1.192511e+01	PTGER4;CEBPA;ORM1;LPGAT1;STEAP4;ABCB1;ITGAM;ADRB2;ASAP2;HIF1A;RASGRP1;FOXO1;THBD;DUSP10;CLMN;TIMP3;CD14;JUNB;ABCD1;CAMP;LRRC25;CDKN2D;SLC37A2;SERPINB1;CDKN2C;VDR;NFATC2;G0S2;CDKAL1;KLF4;CEACAM1;BCL6;IRF4;ID1;S100A6;IRF8;CD9;MXD1;S100A9;S100A8;HLA-DRB1;PPARD
WikiPathways_2019_Human	PI3K-Akt Signaling Pathway WP4172	70/340	1.276257e-03	6.566961e-03	0	0	1.544363e+00	1.029136e+01	ITGB1;ATF2;CSF3R;HSP90AB1;CSF1;FLT3;PIK3CD;PIK3CB;LAMC1;RPTOR;PPP2R5E;AKT2;CREB3L2;AKT3;MLST8;AKT1;ITGAV;JAK2;HRAS;JAK3;JAK1;MAP2K1;HSP90AA1;SYK;VWF;PPP2R5A;TSC1;PPP2R5D;PPP2R5C;RBL2;CREB3;CCNE2;DDIT4;COL6A1;IL3RA;COL4A5;ITGA5;SGK1;SOS1;SOS2;PKN3;PIK3R6;THBS4;THBS3;GNG2;GNG5;PPP2R3C;PDGFD;GNG7;THEM4;EIF4E;MAPK3;BAD;LAMB2;INSR;FN1;PTK2;MTOR;EPOR;G6PC3;LPAR6;GNB2;IL2RA;GNB1;IL2RB;GRB2;PKN1;IL7R;BCL2L1;FGFR1
WikiPathways_2019_Human	Corticotropin-releasing hormone signaling pathway WP2355	25/93	1.284206e-03	6.566961e-03	0	0	2.181552e+00	1.452393e+01	ARRB2;ACACA;GNAI2;MAPK8;CASP3;GRK6;AKT1;PLCG1;JUNB;MAP3K5;MAPK3;NCOA2;HSP90AA1;PRKCI;MAP2K1;PARP1;PRKCB;MAPK14;RHOA;PTK2;ERN1;NR4A1;GNB2;GNB1;TCF4
WikiPathways_2019_Human	Leptin Insulin Overlap WP3935	8/17	1.366239e-03	6.907948e-03	0	0	5.261619e+00	3.470403e+01	SOCS2;SOCS3;INSR;LEPR;AKT1;IRS2;JAK2;DGKZ
WikiPathways_2019_Human	Viral Acute Myocarditis WP4298	23/84	1.509589e-03	7.547944e-03	0	0	2.236704e+00	1.452944e+01	DFFA;ENDOG;PARP1;ITGB2;KRT8;CXCR4;CAAP1;ITGAL;MMP9;ACTB;CASP6;CASP3;RAC2;ABL1;AKT1;ABL2;BNIP2;CCR5;SOS1;CD55;JAK1;MAPK3;BCL2L1
WikiPathways_2019_Human	Lipid Metabolism Pathway WP3965	11/29	1.594525e-03	7.885014e-03	0	0	3.619218e+00	2.331203e+01	ACLY;ACSS2;PRKAR1B;AKT2;FASN;AKT3;AKT1;ABHD5;PRKACA;PRKACB;ACACA
WikiPathways_2019_Human	BDNF-TrkB Signaling WP3676	12/34	2.039365e-03	9.867897e-03	0	0	3.230740e+00	2.001481e+01	MAP2K1;EEF2K;SHC1;DLG4;MKNK1;AKT1;TSC1;GRB2;PLCG1;SOS1;HRAS;MTOR
WikiPathways_2019_Human	p38 MAPK Signaling Pathway WP400	12/34	2.039365e-03	9.867897e-03	0	0	3.230740e+00	2.001481e+01	ATF2;SHC1;MKNK1;MAPKAPK2;PLA2G4A;TRAF2;MAPKAPK5;GRB2;MAPK14;HRAS;MAP3K5;MAP2K6
WikiPathways_2019_Human	Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341	20/71	2.062123e-03	9.871867e-03	0	0	2.325261e+00	1.437946e+01	CAMK2D;PRKCB;VDR;PRKCE;MAPK14;ETS1;PRKCZ;IFI44L;MAPK12;MAPK13;RXRB;MAPK11;MAPK8;MAPK7;OAS2;TLR8;HRAS;CAMP;JAK1;MAPK3
WikiPathways_2019_Human	Ectoderm Differentiation WP2858	33/138	2.137700e-03	1.012595e-02	0	0	1.866065e+00	1.147261e+01	SCHIP1;HMGB2;RRBP1;NLK;HDAC6;SOCS2;MECP2;SDCBP;TRPM2;NARS2;PIM1;ST8SIA4;RHPN1;ZBTB7B;SKIL;SNCA;TTC14;SMAD4;FZD5;NFATC1;BAZ1A;POU2F2;SERPINB6;AHI1;ARHGAP10;MAFB;PPFIBP2;ZNF219;MKS1;KIFC3;MZF1;OGT;PPARD
WikiPathways_2019_Human	NAD+ biosynthetic pathways WP3645	9/22	2.296077e-03	1.076286e-02	0	0	4.098452e+00	2.490446e+01	BST1;PARP1;NMNAT1;PARP2;QPRT;NAMPT;SIRT5;CD38;SIRT3
WikiPathways_2019_Human	Nonalcoholic fatty liver disease WP4396	36/155	2.371086e-03	1.099988e-02	0	0	1.796615e+00	1.085947e+01	NDUFB9;CEBPA;UQCRB;NDUFA10;NDUFB2;PIK3CD;IRS2;PIK3CB;ADIPOR1;SOCS3;MAPK8;AKT2;CASP3;AKT3;LEPR;AKT1;NDUFV3;BAK1;NDUFV1;MAP3K5;XBP1;NDUFA5;INSR;NDUFC2;NR1H3;TRAF2;NDUFC1;SDHA;SDHB;COX6B1;SMAD7;ERN1;NDUFS8;UQCRQ;NDUFS4;NDUFS3
WikiPathways_2019_Human	NAD Biosynthesis II (from tryptophan) WP2485	5/8	2.421926e-03	1.112109e-02	0	0	9.858757e+00	5.938119e+01	NMNAT1;KYNU;HAAO;AFMID;QPRT
WikiPathways_2019_Human	G Protein Signaling Pathways WP35	24/93	2.869945e-03	1.304520e-02	0	0	2.063098e+00	1.207627e+01	PRKCI;PRKCB;PRKCE;ITPR1;AKAP7;ADCY3;PRKCZ;RHOA;ADCY6;GNAI2;GNA15;PRKAR1B;GNG5;PRKD3;GNG7;GNB2;AKAP9;GNA12;GNB1;PDE4B;PDE4A;PRKACA;HRAS;PRKACB
WikiPathways_2019_Human	Ethanol effects on histone modifications WP3996	11/31	2.958562e-03	1.331353e-02	0	0	3.256915e+00	1.896519e+01	HDAC4;ATF2;KAT2B;AHCY;ACSS2;EHMT2;MTHFR;MTR;HDAC8;HDAC9;HDAC6
WikiPathways_2019_Human	ATM Signaling Network in Development and Disease  WP3878	14/45	3.466411e-03	1.544441e-02	0	0	2.675360e+00	1.515494e+01	HDAC4;ATF2;DCLRE1C;RNF8;AURKB;MTOR;RNF40;RAD50;RBBP8;CDK1;TP53BP1;CEP63;MAP3K5;ATR
WikiPathways_2019_Human	mRNA Processing WP411	30/126	3.544320e-03	1.563671e-02	0	0	1.854501e+00	1.046385e+01	CSTF3;DDX1;DDX20;PRPF8;PABPN1;POLR2A;SNRNP70;CSTF1;SPOP;DHX38;HNRNPA1;SF3B1;RBM5;CPSF4;RBM17;NCBP2;PRMT1;METTL3;CLK4;HNRNPAB;CLK2;PRPF4;LSM7;SFPQ;HNRNPH1;XRN2;SREK1;SRSF6;SUGP2;SUGP1
WikiPathways_2019_Human	Pathogenic Escherichia coli infection WP2272	16/55	3.917422e-03	1.711495e-02	0	0	2.430912e+00	1.347289e+01	ITGB1;ARPC1B;ARPC4;ARPC5;ACTB;RHOA;TUBA4A;TUBB6;OCLN;KRT18;ARPC2;ARPC3;ABL1;HCLS1;CD14;EZR
WikiPathways_2019_Human	Regulation of Microtubule Cytoskeleton WP2038	14/46	4.330386e-03	1.873725e-02	0	0	2.591603e+00	1.410376e+01	LIMK1;TESK2;AURKB;TIAM1;PAK1;CLIP1;CAMK4;MAPKAPK2;ABL1;CDK1;AKT1;KIF2C;TPPP;PRKACA
WikiPathways_2019_Human	Photodynamic therapy-induced HIF-1 survival signaling WP3614	12/37	4.539239e-03	1.914155e-02	0	0	2.842552e+00	1.533556e+01	EGLN1;SLC16A1;PKM;BCL2A1;BNIP3;IGFBP2;PGK1;BIRC5;SLC2A3;BAK1;HIF1A;BCL2L1
WikiPathways_2019_Human	Type II interferon signaling (IFNG) WP619	12/37	4.539239e-03	1.914155e-02	0	0	2.842552e+00	1.533556e+01	SOCS3;SPI1;IRF4;IFNGR2;IFI6;HLA-B;CYBB;TAP1;IRF8;JAK2;GBP1;JAK1
WikiPathways_2019_Human	Tryptophan catabolism leading to NAD+ production WP4210	7/16	4.551436e-03	1.914155e-02	0	0	4.602323e+00	2.481716e+01	NMNAT1;HAAO;KYNU;NMRK1;QPRT;NAMPT;AFMID
WikiPathways_2019_Human	Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex WP3657	8/20	4.729268e-03	1.970528e-02	0	0	3.945522e+00	2.112426e+01	SMAD4;FLT3;DNMT3B;GZMB;ZFX;TERF2;SMARCA4;BCL2L1
WikiPathways_2019_Human	Prion disease pathway WP3995	11/33	5.131598e-03	2.099290e-02	0	0	2.960485e+00	1.560868e+01	PRNP;SPI1;BCL11A;IRF4;CASP3;NCAM1;PAX5;POU2F2;PTK2;MAPK3;FGFR1
WikiPathways_2019_Human	Resistin as a regulator of inflammation WP4481	11/33	5.131598e-03	2.099290e-02	0	0	2.960485e+00	1.560868e+01	AKT2;AKT3;ITPR1;PIK3CD;AKT1;PIK3CB;RETN;PLCG1;MAPK14;PLCD3;MAPK3
WikiPathways_2019_Human	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534	14/47	5.360773e-03	2.173286e-02	0	0	2.512922e+00	1.313918e+01	ITGB1;MAP4K1;ITGB2;MST1;ACTB;SAV1;LATS1;ACTA2;PAK1;MAPK8;CTNNA1;MAP4K3;PAK4;MAP4K4
WikiPathways_2019_Human	Translation Factors WP107	15/52	5.599837e-03	2.239052e-02	0	0	2.401615e+00	1.245242e+01	EIF4A2;EIF2B5;EIF2B4;EIF2B3;CLUH;EIF2B2;EIF1AX;EEF2K;EEF1D;EIF3I;EIF3J;EIF4EBP2;EIF4E;PAIP1;EIF3B
WikiPathways_2019_Human	Selective expression of chemokine receptors during T-cell polarization WP4494	10/29	5.728500e-03	2.239052e-02	0	0	3.115768e+00	1.608453e+01	CCR1;IFNGR2;CD28;CXCR4;CCR7;IL12RB1;CCR5;IL18R1;CCR2;IL12RB2
WikiPathways_2019_Human	T-Cell Receptor and Co-stimulatory Signaling WP2583	10/29	5.728500e-03	2.239052e-02	0	0	3.115768e+00	1.608453e+01	ITK;ZAP70;CSNK1A1;LCK;CD8A;CD28;AKT1;NFATC2;PLCG1;RASGRP1
WikiPathways_2019_Human	miRs in Muscle Cell Differentiation WP2012	10/29	5.728500e-03	2.239052e-02	0	0	3.115768e+00	1.608453e+01	MEF2A;PRKCI;PRKAR1B;PRKCB;PRKD3;PRKCE;ID2;PRKACA;PRKCZ;PRKACB
WikiPathways_2019_Human	Endoderm Differentiation WP2853	32/141	5.771777e-03	2.239052e-02	0	0	1.742094e+00	8.980104e+00	APP;CRTC1;SCHIP1;TCF7;LEF1;LAMC1;NLK;FOXO1;ACACA;ELK4;HHEX;TRIM5;C1QBP;DNMT3B;CEP250;BPTF;VAV3;KDM4A;SMAD4;ATP8B2;SFMBT1;NOG;PBX3;NME1;DAB2;AEBP2;SP4;NABP2;RGS10;TCF4;NAA15;AHDC1
WikiPathways_2019_Human	Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668	9/25	6.277083e-03	2.380481e-02	0	0	3.329408e+00	1.688293e+01	FBN2;TGFBR3;MAPK8;SMAD4;SHC1;FLNA;MAPK14;LTBP1;MAPK3
WikiPathways_2019_Human	Physiological and Pathological Hypertrophy  of the Heart WP1528	9/25	6.277083e-03	2.380481e-02	0	0	3.329408e+00	1.688293e+01	MAPK11;CAMK2D;MAPK8;MYEF2;PRKCB;PRKCE;MAPK14;IL6ST;RHOA
WikiPathways_2019_Human	Development of pulmonary dendritic cells and macrophage subsets WP3892	6/13	6.295050e-03	2.380481e-02	0	0	5.070786e+00	2.569870e+01	SPI1;CSF1;IRF4;ID2;IRF8;TCF4
WikiPathways_2019_Human	Neovascularisation processes WP4331	8/21	6.682776e-03	2.506041e-02	0	0	3.641807e+00	1.823898e+01	SMAD1;MAPK8;JAG1;CXCR4;AKT1;SMAD5;MMP9;MAPK3
WikiPathways_2019_Human	IL-9 Signaling Pathway WP22	7/17	6.781080e-03	2.521889e-02	0	0	4.141848e+00	2.068281e+01	CDK9;STAT5B;MAP2K1;GRB2;JAK3;MAPK3;JAK1
WikiPathways_2019_Human	Complement and Coagulation Cascades WP558	16/58	6.891736e-03	2.542034e-02	0	0	2.256878e+00	1.123346e+01	C1QB;CFD;SERPINA1;CR1;VWF;CFH;C5AR1;TFPI;CLU;F5;THBD;PLAU;SERPING1;CD46;CD55;C1QC
WikiPathways_2019_Human	G13 Signaling Pathway WP524	12/39	7.263654e-03	2.657434e-02	0	0	2.631684e+00	1.296071e+01	CYFIP1;RTKN;ARHGDIB;CFL1;LIMK1;PIK3CD;PIK3CB;IQGAP1;PKN1;PFN1;RHOA;CIT
WikiPathways_2019_Human	Inflammatory Response Pathway WP453	10/30	7.496793e-03	2.720610e-02	0	0	2.959806e+00	1.448316e+01	ZAP70;LAMB2;LCK;IL2RA;IL2RB;FN1;CD28;LAMC1;TNFRSF1B;THBS3
WikiPathways_2019_Human	TGF-beta Receptor Signaling WP560	15/54	8.165049e-03	2.939418e-02	0	0	2.278189e+00	1.095329e+01	SMAD1;SMAD4;NOG;LEF1;INHBA;LTBP1;SMAD5;SMAD7;TGFBR3;SKI;ZEB2;HRAS;SKIL;JAK1;MAPK3
WikiPathways_2019_Human	Ferroptosis WP4313	12/40	9.037176e-03	3.180969e-02	0	0	2.537547e+00	1.194273e+01	PRNP;STEAP3;ACSL1;PCBP1;GSS;SLC11A2;HMOX1;CYBB;SLC39A8;SAT1;SLC39A14;FTL
WikiPathways_2019_Human	Fatty Acid Biosynthesis WP357	8/22	9.189467e-03	3.180969e-02	0	0	3.381480e+00	1.585812e+01	ACLY;MECR;ECHS1;ACSS2;ACSL1;FASN;ECH1;ACACA
WikiPathways_2019_Human	Methionine De Novo and Salvage Pathway WP3580	8/22	9.189467e-03	3.180969e-02	0	0	3.381480e+00	1.585812e+01	MSRA;AHCY;SMS;MRI1;MSRB3;MTR;ENOPH1;SRM
WikiPathways_2019_Human	PI3K/AKT/mTOR - VitD3 Signalling WP4141	8/22	9.189467e-03	3.180969e-02	0	0	3.381480e+00	1.585812e+01	HK3;PFKFB4;VDR;AKT1;HLA-DRA;SLC2A3;TSC1;MTOR
WikiPathways_2019_Human	Transcription factor regulation in adipogenesis WP3599	8/22	9.189467e-03	3.180969e-02	0	0	3.381480e+00	1.585812e+01	CEBPA;CEBPB;MAPK8;CEBPD;INSR;IRS2;LPIN1;FOXO1
WikiPathways_2019_Human	IL17 signaling pathway WP2112	10/31	9.657859e-03	3.276911e-02	0	0	2.818698e+00	1.307871e+01	CEBPB;CEBPD;TRAF3IP2;AKT1;IL17RE;JAK2;IL17RC;MAPK3;JAK1;IL17RA
WikiPathways_2019_Human	Synaptic signaling pathways associated with autism spectrum disorder WP4539	14/50	9.674302e-03	3.276911e-02	0	0	2.303107e+00	1.068246e+01	PIK3CD;TSC1;PIK3CB;MTOR;RPTOR;SYNGAP1;DLG4;AKT2;CAMK4;AKT3;NF1;AKT1;HRAS;MAPK3
WikiPathways_2019_Human	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859	7/18	9.728727e-03	3.276911e-02	0	0	3.765096e+00	1.744246e+01	SMAD4;ID1;FN1;SNAI1;AKT1;VIM;MAPK3
